1519,0.01
1525,0
1526,0.01
1530,0
1542,0.01
1545,0.03
1549,0.01
1551,0.02
1556,0.02
1561,0.02
1564,0.01
1573,0
1574,0.01
1582,0
1583,0.01
1589,0.01
1592,0.02
1594,0.01
1597,0.02
1601,0
1602,0.01
1619,0.01
1620,0.01
1622,0.04
1628,0.02
1630,0.03
1631,0.04
1637,0
1638,0.01
1641,0
1652,0.01
1654,0
1659,0
1661,0.06
1670,0
1673,0.01
1678,0.02
1681,0.03
1682,0
1693,0.04
1698,0.02
1699,0.01
1703,0.03
1714,0.03
1715,0.01
1721,0.01
1723,0.04
1734,0.02
1735,0.04
1742,0.02
1743,0.04
1746,0.04
1747,0.02
1749,0
1754,0
1760,0.02
1762,0.02
1765,0
1766,0.02
1777,0.03
1787,0.02
1789,0.01
1792,0.02
1793,0.01
1794,0.04
1803,0.02
1809,0.03
1810,0
1811,0.02
1816,0.02
1818,0.05
1823,0.01
1832,0.02
1837,0.02
1841,0.02
1847,0.03
1851,0.05
1853,0.01
1856,0.02
1858,0.02
1861,0.03
1872,0.01
1887,0.02
1895,0.02
1907,0.03
1912,0.01
1917,0
1925,0
1930,0.01
1932,0.02
1937,0.02
1942,0.03
1949,0.02
1957,0.03
1968,0
1969,0.03
1976,0.01
1978,0.02
1985,0.03
1990,0.01
1991,0.01
1998,0.01
1999,0.02
2002,0.03
2003,0.04
2005,0.01
2014,0.04
2021,0
2024,0.01
2034,0.01
2042,0
2049,0.02
2050,0.02
2064,0.03
2078,0.02
2082,0.02
2085,0.01
2087,0.03
2094,0.05
2095,0.01
2101,0
2103,0.01
2104,0.02
2107,0.02
2112,0.02
2118,0.01
2122,0.01
2130,0.01
2140,0.02
2143,0
2147,0.02
2148,0.03
2152,0.03
2166,0.01
2169,0.01
2173,0.03
2189,0.02
2203,0
2204,0.02
2209,0.04
2210,0.03
2214,0.03
2215,0.02
2217,0.02
2231,0.01
2254,0
2256,0.01
2277,0.01
2280,0.02
2290,0.02
2291,0
2293,0.01
2299,0
2301,0.01
2304,0.01
2307,0.03
2308,0.01
2309,0.01
2316,0.01
2319,0.02
2328,0
2329,0.02
2339,0.02
2341,0.02
2346,0
2347,0.02
2357,0
2364,0.02
2366,0.05
2368,0.01
2370,0.02
2372,0
2377,0.03
2381,0.01
2384,0.03
2385,0.01
2400,0.01
2405,0.02
2406,0.01
2407,0.03
2408,0
2412,0.03
2418,0.03
2421,0.04
2422,0.01
2426,0.05
2436,0.01
2437,0.03
2440,0.02
2442,0
2447,0.04
2452,0.03
2454,0.01
2459,0.03
2476,0.01
2480,0.01
2483,0.03
2490,0
2493,0.02
2495,0.01
2496,0.03
2500,0
2503,0.01
2509,0
2519,0.01
2521,0.04
2522,0.02
2531,0.03
2532,0.01
2534,0.02
2535,0.02
2543,0.01
2562,0.03
2564,0
2567,0.01
2568,0
2575,0.02
2576,0.01
2584,0.03
2588,0.02
2600,0.02
2601,0.01
2602,0.05
2604,0.03
2606,0.01
2608,0
2610,0.01
2612,0.02
2616,0.02
2621,0
2622,0.03
2624,0.02
2626,0.02
2633,0.01
2636,0
2641,0.02
2645,0.02
2674,0.03
2680,0.01
2686,0.04
2688,0.02
2694,0.01
2695,0.01
2699,0.03
2700,0.03
2701,0.01
2705,0.04
2712,0.03
2713,0.02
2715,0.01
2717,0.02
2720,0.03
2721,0.02
2724,0.01
2728,0.02
2736,0.01
2743,0.01
2756,0.02
2760,0.02
2761,0.01
2762,0.01
2768,0.01
2776,0.03
2777,0.01
2780,0.02
2789,0.01
2796,0.03
2801,0.02
2807,0.02
2810,0
2813,0.01
2817,0.02
2824,0.03
2836,0
2844,0.03
2846,0.01
2847,0.03
2850,0.01
2855,0
2856,0.03
2859,0.02
2863,0.02
2873,0.03
2877,0.01
2878,0
2882,0
2889,0.01
2890,0
2895,0.02
2897,0.02
2899,0.02
2902,0.03
2904,0.03
2905,0
2906,0.02
2911,0.03
2914,0.01
2918,0.01
2919,0.03
2921,0.01
2928,0.02
2931,0
2939,0
2940,0.02
2945,0.02
2947,0
2957,0
2961,0
2962,0
2969,0.01
2983,0.03
2984,0.01
2986,0.02
2987,0.04
2988,0.03
2997,0.01
2999,0.02
3002,0.05
3004,0.01
3005,0.01
3007,0.02
3008,0
3009,0.03
3016,0.01
3019,0.01
3020,0.01
3022,0.01
3032,0.03
3044,0.01
3047,0.02
3049,0.02
3051,0.02
3053,0.03
3055,0.03
3059,0.02
3060,0.02
3063,0
3066,0.02
3075,0.03
3078,0
3081,0.01
3094,0.01
3100,0
3102,0.01
3107,0.02
3109,0.04
3110,0.01
3115,0
3127,0
3129,0.02
3133,0.01
3140,0.03
3146,0
3148,0.03
3153,0
3163,0
3179,0.04
3183,0.03
3187,0.02
3189,0.01
3195,0.03
3199,0.01
3204,0.05
3212,0.03
3215,0.03
3217,0.01
3224,0.01
3227,0.01
3234,0
3235,0.02
3239,0.02
3248,0.03
3249,0
3251,0.02
3257,0.01
3267,0.02
3272,0
3274,0.02
3276,0.02
3277,0.01
3278,0.01
3279,0.01
3285,0.01
3286,0
3288,0.01
3290,0.03
3298,0.03
3302,0.02
3317,0
3324,0.01
3331,0.01
3341,0.04
3348,0.03
3351,0.02
3356,0.01
3358,0.02
3360,0.06
3363,0.03
3369,0.02
3370,0.01
3375,0.01
3381,0.02
3382,0.01
3385,0.01
3389,0
3394,0.02
3400,0
3403,0.03
3409,0.03
3411,0
3412,0.02
3416,0.03
3425,0.02
3426,0.01
3427,0
3430,0.05
3431,0.02
3432,0.01
3442,0.02
3443,0.03
3444,0
3445,0
3450,0.03
3452,0.02
3457,0.04
3461,0.01
3472,0
3482,0
3488,0.04
3490,0.01
3502,0.05
3513,0
3516,0.01
3517,0
3518,0.03
3519,0.01
3535,0.01
3543,0
3548,0.06
3568,0
3577,0.01
3581,0.01
3583,0.02
3590,0
3591,0
3600,0
3601,0
3602,0
3608,0.02
3612,0.02
3628,0.03
3630,0.02
3631,0
3635,0.02
3641,0.04
3642,0.02
3644,0.01
3646,0
3652,0.01
3658,0
3659,0.03
3662,0.01
3672,0
3677,0.03
3683,0.03
3697,0.02
3702,0.02
3712,0.01
3713,0.02
3726,0.02
3727,0.03
3734,0
3742,0.02
3750,0
3757,0.02
3760,0.03
3762,0
3766,0.02
3774,0
3783,0.02
3795,0.02
3817,0.01
3825,0
3829,0.02
3836,0
3839,0.03
3844,0.02
3846,0.02
3848,0.01
3849,0.03
3859,0.02
3861,0.02
3863,0.01
3873,0.01
3875,0.01
3876,0.01
3878,0.01
3891,0.03
3895,0.03
3898,0.02
3916,0.01
3917,0.01
3918,0.02
3926,0
3927,0.04
3943,0.01
3954,0
3955,0.02
3971,0.05
3986,0.01
3987,0.01
3988,0.04
3990,0.02
3992,0.02
3995,0
4001,0.02
4010,0.01
4011,0.03
4012,0.01
4018,0.03
4019,0.03
4024,0.01
4031,0.05
4036,0.02
4037,0.04
4039,0.01
4044,0
4056,0.03
4057,0.04
4065,0.01
4071,0
4074,0.01
4086,0.03
4090,0
4093,0
4096,0.03
4097,0.01
4098,0.01
4101,0.03
4102,0.01
4105,0.04
4108,0
4111,0.02
4121,0.03
4124,0.03
4126,0.02
4127,0.02
4128,0.02
4129,0.04
4136,0.01
4138,0.03
4139,0.03
4142,0.01
4146,0.02
4147,0.05
4148,0.01
4150,0.03
4157,0.02
4158,0.02
4159,0.02
4161,0
4162,0.02
4164,0.02
4169,0
4170,0.02
4173,0.04
4176,0.01
4188,0
4196,0
4201,0.01
4208,0.01
4212,0
4213,0.01
4221,0.01
4222,0.02
4225,0.01
4242,0
4247,0
4252,0.02
4254,0.01
4261,0.02
4262,0.01
4265,0
4271,0
4274,0.01
4276,0
4289,0.02
4290,0.03
4292,0.03
4295,0
4297,0.03
4318,0.01
4321,0.01
4324,0.01
4329,0.02
4333,0.02
4334,0.01
4335,0.03
4336,0.01
4339,0.04
4345,0
4349,0.01
4353,0.01
4362,0.02
4377,0.01
4382,0.01
4387,0.01
4388,0.03
4406,0.03
4409,0.05
4415,0
4418,0
4421,0.01
4432,0.03
4441,0.02
4442,0.03
4453,0
4464,0.01
4469,0.02
4471,0.01
4476,0.02
4479,0.01
4486,0.02
4489,0.03
4491,0
4493,0.02
4495,0.01
4501,0.01
4513,0.02
4515,0.03
4527,0.03
4531,0.01
4532,0.01
4541,0.02
4548,0
4566,0.02
4568,0.03
4572,0
4576,0
4584,0.01
4586,0.02
4589,0.03
4599,0.03
4610,0
4612,0.01
4613,0.02
4615,0.01
4616,0.01
4617,0
4621,0
4626,0.01
4627,0.02
4631,0.04
4632,0
4643,0.01
4646,0
4656,0.02
4666,0.05
4670,0.01
4674,0.02
4677,0.01
4679,0.02
4692,0.03
4695,0.03
4697,0.02
4702,0
4708,0.02
4711,0
4712,0.02
4717,0.01
4722,0.02
4733,0.02
4735,0.02
4736,0.01
4742,0.03
4744,0.01
4747,0.03
4748,0.01
4751,0
4756,0.02
4758,0.01
4759,0.03
4762,0.01
4763,0.05
4766,0
4767,0.03
4779,0.01
4781,0
4812,0.01
4814,0.01
4822,0.03
4825,0.01
4828,0
4830,0.04
4831,0
4834,0.03
4835,0.01
4837,0.02
4844,0.02
4851,0.02
4856,0.01
4857,0.04
4859,0.01
4861,0.01
4863,0.02
4868,0
4869,0
4875,0.02
4877,0
4878,0.01
4881,0.01
4884,0.02
4885,0
4890,0.02
4893,0
4901,0
4917,0.03
4922,0.07
4924,0.03
4932,0.04
4935,0.03
4958,0.03
4961,0.01
4965,0.01
4972,0.02
4978,0.02
4980,0.02
4982,0.02
4984,0.02
4985,0.04
4987,0
4998,0.02
4999,0.03
5002,0
5020,0.01
5023,0.01
5025,0.01
5034,0.01
5046,0.01
5047,0.02
5050,0.03
5051,0
5052,0.01
5053,0.01
5056,0.01
5061,0.02
5063,0.02
5065,0.01
5066,0.01
5074,0.01
5075,0.01
5079,0
5083,0
5084,0.01
5085,0.01
5090,0.03
5103,0.02
5108,0.01
5117,0.02
5118,0.01
5121,0.04
5123,0.02
5124,0.03
5131,0.04
5142,0.04
5143,0
5146,0.03
5149,0.04
5150,0.03
5153,0.06
5156,0.05
5157,0.01
5160,0.04
5164,0.06
5165,0.03
5170,0
5173,0.06
5179,0.03
5183,0.02
5186,0.02
5189,0.02
5205,0.01
5207,0.01
5211,0.03
5215,0.01
5223,0
5229,0.01
5240,0.04
5255,0.02
5261,0.02
5262,0.01
5269,0.02
5271,0.01
5275,0
5282,0.01
5284,0.01
5285,0.03
5288,0.01
5289,0
5291,0.01
5295,0
5299,0.03
5303,0
5305,0.01
5306,0.03
5316,0
5318,0
5325,0.01
5328,0.04
5330,0.01
5333,0.02
5336,0.04
5342,0.02
5344,0.02
5347,0.01
5352,0.02
5358,0.02
5362,0.02
5368,0.02
5371,0
5374,0.01
5390,0.02
5391,0.01
5394,0.03
5396,0.02
5400,0
5409,0
5415,0
5420,0.03
5430,0.03
5433,0.01
5434,0.03
5436,0.04
5439,0.01
5444,0.05
5457,0.02
5463,0.04
5473,0.02
5477,0.02
5479,0.01
5480,0.03
5482,0.01
5494,0.01
5498,0.05
5508,0.01
5509,0.02
5510,0
5520,0.02
5521,0.04
5527,0.03
5568,0.01
5576,0.01
5577,0.01
5594,0.03
5604,0.02
5606,0
5613,0.01
5618,0.05
5619,0
5622,0
5626,0.04
5630,0.01
5638,0.03
5642,0.03
5646,0.02
5655,0.01
5664,0.02
5667,0.02
5669,0.01
5671,0.01
5675,0.04
5683,0
5685,0.01
5699,0
5704,0
5708,0.02
5712,0.01
5713,0.01
5722,0.02
5728,0.01
5730,0.01
5734,0.01
5737,0
5742,0.02
5743,0
5747,0
5748,0.01
5757,0.01
5760,0.01
5763,0.01
5765,0
5768,0.01
5771,0.03
5772,0.02
5776,0.01
5785,0
5789,0.04
5793,0.01
5795,0
5801,0.02
5806,0.01
5807,0.02
5812,0.02
5818,0.01
5819,0.02
5822,0
5823,0.03
5838,0.04
5857,0.03
5859,0.02
5860,0.03
5862,0.01
5885,0.01
5892,0.02
5893,0
5907,0.04
5909,0.05
5912,0
5925,0.02
5926,0.04
5927,0.01
5930,0.01
5931,0.02
5936,0
5940,0.03
5948,0.01
5949,0.03
5956,0.01
5967,0.02
5972,0.01
5978,0.03
5988,0.06
5990,0.01
6000,0.01
6001,0.01
6003,0.02
6006,0.01
6010,0.04
6026,0.01
6028,0.02
6039,0
6045,0
6047,0
6052,0.01
6058,0.01
6059,0.01
6062,0.05
6067,0.02
6068,0.03
6072,0.01
6080,0.03
6082,0.01
6090,0
6092,0
6094,0.03
6109,0.03
6113,0.01
6117,0
6118,0.02
6121,0.01
6127,0
6131,0.04
6133,0.01
6134,0.04
6143,0.01
6149,0.03
6159,0.02
6162,0.01
6164,0.03
6166,0
6171,0.01
6173,0.03
6193,0
6202,0.01
6204,0.02
6205,0
6209,0
6210,0.02
6211,0.04
6220,0.03
6225,0.05
6227,0
6232,0.02
6247,0.03
6253,0.01
6256,0.03
6269,0.01
6270,0.02
6276,0.03
6286,0.01
6289,0
6303,0.02
6312,0.02
6319,0.01
6320,0.02
6327,0.01
6332,0.03
6335,0.02
6337,0.01
6344,0.01
6345,0.02
6352,0.02
6354,0.02
6356,0.02
6360,0.02
6362,0.01
6365,0.01
6368,0.02
6371,0.01
6373,0.04
6374,0.01
6380,0.03
6381,0.03
6384,0.02
6394,0.02
6401,0.04
6403,0.01
6404,0.02
6405,0.03
6406,0.01
6414,0.02
6416,0.02
6419,0.02
6422,0.03
6425,0.01
6427,0.05
6431,0.02
6435,0.01
6436,0.03
6440,0.03
6449,0
6454,0.02
6458,0.03
6460,0.01
6481,0.02
6482,0
6484,0
6485,0.01
6489,0.04
6499,0.03
6515,0
6524,0.01
6528,0.02
6538,0
6540,0.02
6558,0.03
6562,0.05
6569,0.01
6575,0
6581,0.04
6583,0
6586,0.01
6587,0.01
6589,0.01
6592,0.03
6598,0.01
6610,0.01
6612,0.01
6613,0.01
6632,0.01
6635,0.05
6636,0.01
6645,0.02
6650,0.01
6655,0.04
6656,0.06
6660,0.03
6661,0.04
6663,0.02
6669,0.01
6688,0.01
6689,0
6692,0.01
6696,0.02
6699,0.01
6701,0.01
6703,0.02
6705,0.01
6715,0.01
6716,0
6721,0.01
6724,0.03
6725,0.01
6728,0.01
6732,0.02
6741,0
6749,0
6750,0.01
6757,0.02
6767,0.02
6769,0.02
6777,0.02
6779,0.01
6782,0.01
6789,0
6792,0.01
6796,0
6800,0
6801,0.01
6804,0.03
6806,0.01
6825,0.03
6826,0.01
6848,0
6849,0.01
6860,0.02
6863,0.05
6865,0.03
6878,0.03
6882,0.02
6888,0.04
6889,0
6891,0
6894,0.01
6896,0.02
6897,0.02
6909,0.02
6918,0.02
6920,0.02
6934,0.01
6938,0.01
6945,0.03
6949,0.02
6955,0.01
6957,0.02
6974,0.02
6979,0.02
6984,0.02
6987,0.03
6988,0.01
6997,0.01
7011,0.01
7014,0.02
7016,0.02
7018,0.02
7025,0.01
7032,0.02
7036,0.01
7040,0.03
7042,0
7045,0.02
7047,0.03
7053,0.02
7055,0.02
7056,0.01
7058,0
7064,0.01
7074,0.03
7086,0.02
7088,0.02
7095,0.02
7098,0
7101,0.01
7115,0.01
7116,0.02
7118,0.02
7122,0.04
7125,0.01
7128,0.03
7129,0.02
7131,0.02
7133,0.01
7134,0.01
7143,0.03
7151,0.02
7159,0.01
7167,0.03
7169,0.04
7171,0.05
7175,0.07
7180,0
7185,0.02
7190,0.02
7191,0.04
7205,0.04
7216,0.03
7218,0.01
7220,0
7229,0.01
7234,0.03
7235,0
7243,0.03
7254,0
7258,0.01
7261,0.01
7264,0.02
7275,0.01
7279,0.03
7286,0.01
7288,0.02
7291,0.04
7292,0.02
7305,0.03
7306,0.01
7310,0.03
7316,0.01
7317,0
7327,0.01
7331,0.02
7333,0
7336,0.04
7347,0.03
7360,0.01
7363,0.06
7364,0.02
7365,0
7371,0.02
7372,0.01
7376,0.02
7380,0.01
7383,0.02
7387,0.02
7388,0.01
7392,0
7398,0.02
7402,0
7405,0.01
7413,0.02
7414,0
7417,0.01
7423,0
7427,0.03
7432,0.01
7439,0.03
7444,0.03
7451,0.02
7455,0.02
7461,0.04
7462,0.02
7465,0.04
7485,0.01
7494,0.01
7500,0.02
7502,0.02
7504,0
7508,0.03
7528,0.02
7530,0.02
7533,0.02
7540,0
7541,0.02
7545,0.01
7550,0.01
7554,0.01
7555,0.04
7558,0.02
7563,0.02
7566,0.02
7567,0.02
7578,0.03
7585,0.01
7598,0.01
7599,0.02
7604,0.07
7605,0
7609,0
7619,0.03
7620,0
7635,0.03
7642,0.02
7644,0.02
7651,0.01
7659,0.02
7671,0.01
7673,0.01
7684,0.03
7686,0.01
7695,0.02
7697,0
7706,0.03
7708,0
7711,0.04
7723,0.03
7734,0.02
7738,0.01
7739,0.01
7740,0.01
7741,0
7751,0
7755,0.02
7758,0.01
7760,0.01
7765,0.02
7772,0
7779,0.01
7783,0.01
7786,0.03
7787,0.03
7788,0.02
7790,0.03
7792,0.01
7796,0
7798,0.01
7800,0.04
7828,0.04
7831,0.01
7832,0.02
7834,0
7836,0.01
7844,0
7846,0
7847,0
7852,0.02
7854,0.02
7860,0
7864,0.01
7873,0.01
7876,0
7892,0
7896,0.03
7898,0.01
7909,0.01
7910,0.03
7914,0.01
7916,0.02
7921,0.01
7929,0
7933,0.01
7935,0.03
7936,0.01
7937,0.03
7942,0.03
7948,0.02
7952,0.01
7954,0.01
7975,0.02
7977,0.02
7985,0.01
7989,0
7991,0.01
7996,0.07
7997,0.01
7999,0.02
8011,0.02
8013,0
8016,0.01
8021,0.02
8035,0.01
8040,0.01
8045,0.02
8051,0.03
8053,0.01
8059,0.01
8076,0.01
8079,0
8082,0.03
8093,0.03
8096,0.01
8098,0.02
8103,0.02
8114,0.01
8119,0.03
8127,0
8135,0.02
8139,0.02
8145,0.01
8148,0.01
8150,0
8152,0.04
8159,0
8161,0
8164,0.02
8166,0.01
8170,0.04
8173,0.04
8175,0.01
8179,0.02
8188,0.01
8189,0.03
8193,0.02
8195,0
8206,0.03
8211,0.03
8214,0.02
8215,0
8218,0
8219,0.01
8220,0.04
8224,0.01
8229,0.01
8235,0.03
8252,0.01
8255,0.03
8260,0.03
8272,0.02
8287,0.02
8290,0
8293,0.03
8296,0.01
8311,0.02
8314,0.04
8324,0.02
8332,0.01
8333,0.02
8338,0.01
8343,0.03
8354,0.04
8356,0.01
8364,0.01
8369,0.02
8372,0
8373,0.03
8376,0.01
8378,0
8379,0.04
8389,0.02
8392,0
8407,0
8419,0.03
8426,0.04
8433,0.01
8434,0.01
8442,0.02
8447,0.03
8451,0
8456,0.02
8457,0.01
8471,0.01
8475,0.01
8487,0.01
8491,0.01
8501,0
8507,0.02
8508,0.01
8510,0.01
8517,0.01
8520,0.04
8528,0
8532,0
8533,0.02
8535,0.03
8545,0.01
8553,0.01
8554,0.01
8564,0.02
8567,0.03
8580,0.01
8586,0.03
8592,0.02
8596,0.01
8613,0.02
8615,0
8620,0.05
8622,0.04
8625,0.03
8638,0
8639,0.01
8640,0
8644,0.02
8648,0.03
8650,0
8655,0.02
8665,0.02
8666,0.02
8671,0.02
8677,0.01
8684,0.01
8685,0.02
8686,0.02
8688,0.03
8691,0.02
8697,0
8710,0.01
8712,0
8718,0.01
8721,0.01
8725,0.03
8726,0.01
8727,0.01
8743,0.02
8745,0.03
8746,0.01
8752,0.06
8770,0.01
8771,0.03
8772,0.01
8783,0.01
8791,0.03
8793,0
8795,0.02
8797,0.01
8798,0.01
8812,0.05
8815,0.01
8817,0.02
8819,0.04
8822,0.01
8829,0.03
8830,0
8834,0.02
8841,0.01
8845,0
8853,0
8868,0.02
8875,0.02
8881,0
8882,0.02
8884,0.01
8886,0.01
8902,0.02
8905,0.02
8908,0.03
8915,0.02
8924,0
8935,0.01
8939,0.01
8940,0.01
8943,0.03
8953,0.03
8954,0
8965,0.02
8971,0
8986,0.01
8993,0.04
9001,0.02
9009,0.03
9017,0
9020,0
9030,0
9043,0.02
9045,0
9052,0
9054,0
9063,0.01
9064,0.01
9070,0.02
9074,0.01
9089,0.02
9095,0.03
9108,0
9113,0
9121,0.01
9122,0.02
9125,0.03
9132,0.03
9133,0.01
9144,0.02
9152,0.04
9156,0.01
9159,0.01
9160,0.02
9161,0.02
9162,0.01
9165,0.01
9179,0.03
9180,0
9181,0.01
9185,0.01
9188,0.02
9189,0.03
9190,0.03
9207,0.01
9208,0.01
9211,0.04
9214,0.01
9231,0.02
9232,0.02
9233,0.01
9245,0.01
9257,0.01
9259,0.03
9260,0.01
9268,0.01
9275,0.01
9292,0.01
9295,0.03
9298,0.01
9301,0.02
9308,0.02
9312,0.03
9315,0
9323,0.01
9329,0.04
9330,0.03
9332,0.03
9338,0.01
9340,0.01
9341,0.01
9343,0
9344,0
9354,0.01
9357,0.01
9368,0.02
9373,0.03
9374,0.02
9378,0.01
9381,0
9383,0
9389,0.04
9391,0.01
9392,0.01
9405,0.01
9409,0
9414,0.01
9421,0.02
9429,0.01
9432,0.03
9447,0.01
9448,0.02
9453,0
9454,0.01
9461,0.01
9464,0.01
9473,0
9475,0.01
9479,0.03
9482,0.01
9483,0.01
9487,0.01
9504,0.02
9517,0.01
9523,0.01
9558,0.01
9562,0.05
9564,0.04
9571,0.01
9572,0.01
9575,0.02
9576,0.01
9580,0.01
9599,0.01
9601,0
9606,0.05
9619,0.01
9625,0.03
9633,0.01
9637,0.02
9643,0.01
9645,0.02
9646,0
9647,0
9657,0
9673,0.01
9683,0
9686,0.02
9691,0.02
9692,0.02
9699,0.03
9706,0.02
9709,0.03
9721,0.01
9722,0.02
9726,0.03
9736,0.01
9738,0.02
9739,0.03
9741,0.02
9742,0.02
9750,0.02
9758,0.01
9760,0
9761,0.02
9767,0.01
9772,0.01
9781,0.01
9784,0.05
9785,0.06
9791,0.02
9795,0.02
9796,0
9798,0.02
9801,0
9811,0.03
9818,0.01
9820,0.02
9825,0.01
9829,0.04
9832,0.01
9837,0.03
9839,0.01
9843,0.03
9850,0
9859,0.03
9862,0.03
9868,0.02
9877,0.01
9884,0.02
9885,0.04
9890,0
9893,0.01
9911,0.04
9916,0
9919,0.01
9929,0.01
9942,0.03
9943,0.01
9949,0.02
9954,0.02
9955,0.02
9958,0.02
9959,0.03
9963,0.02
9966,0
9967,0.03
9968,0.01
9969,0.03
9972,0
9989,0.01
9990,0
9997,0.01
10002,0.01
10012,0.04
10013,0.01
10014,0.02
10018,0.01
10026,0.02
10027,0
10040,0.01
10041,0.03
10042,0.04
10043,0.01
10067,0
10074,0.02
10078,0
10088,0
10093,0.02
10100,0
10103,0.01
10105,0
10108,0.01
10125,0
10129,0.01
10134,0.01
10137,0.02
10141,0.02
10143,0
10149,0.02
10153,0
10156,0.02
10158,0.02
10159,0.01
10161,0
10166,0.01
10174,0.02
10180,0
10183,0.02
10185,0.01
10187,0.02
10188,0.02
10191,0.04
10197,0.03
10213,0.01
10215,0.01
10227,0.03
10237,0
10240,0.01
10243,0
10248,0.02
10262,0
10267,0
10272,0.03
10274,0.01
10282,0
10283,0.02
10294,0.01
10296,0.01
10297,0
10311,0
10317,0.01
10318,0.04
10324,0.02
10326,0.01
10327,0.02
10335,0
10343,0.07
10349,0.05
10352,0.03
10359,0.03
10361,0.03
10366,0.02
10372,0.01
10391,0.01
10399,0.01
10401,0.01
10403,0.01
10405,0.02
10408,0.02
10409,0.01
10414,0.02
10421,0.02
10422,0.04
10426,0.02
10428,0.01
10432,0.01
10433,0
10435,0.01
10440,0.01
10442,0.02
10443,0.05
10449,0.01
10455,0.02
10461,0.02
10464,0.01
10466,0.02
10467,0.01
10473,0
10474,0.03
10479,0.02
10491,0.01
10496,0.04
10513,0.02
10538,0.02
10539,0.03
10542,0.02
10547,0.03
10549,0
10556,0.02
10557,0
10559,0.02
10563,0
10564,0.02
10571,0.02
10572,0.01
10573,0.02
10581,0.01
10584,0.01
10585,0.04
10590,0
10591,0.04
10597,0.04
10602,0.06
10605,0.03
10609,0.01
10610,0.01
10612,0.01
10619,0.01
10621,0.02
10625,0.01
10626,0.05
10627,0.03
10632,0.02
10633,0.01
10636,0
10640,0.06
10642,0.05
10643,0.03
10645,0
10648,0.04
10653,0.05
10656,0.01
10665,0.03
10669,0
10670,0
10673,0
10675,0.02
10679,0.04
10682,0.01
10686,0.01
10687,0
